nan-x-cha,nan-x-cha-Latn-puj,zh-TW,en-US,nan-x-cha_source_type,nan-x-cha_source_ref,nan-x-cha_tags,nan-x-cha_collection_id,nan-x-cha-Latn-puj_collection_id
佚佗,thit-thô,遊玩,amusement|play,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
佚佗物,thit-thô-mu̍eh,玩物,fancy articles,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
佛教,hu̍t-kà,佛教,buddhism,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
佛祖,hu̍t-tsóu,佛祖,buddha,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
作工,tsoh-kang,工作,work,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業,2034669892,1118230472
作工課,tsoh-khang-khùe,工作,work to,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
作灰工,tsoh-hue-kang,做灰工,mason,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
作田儂,tsoh-tshân-nâng,農民,peasant,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
佝腰,ku-ie,佝僂,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,健康,2034669892,1118230472
佮,kah,和,and,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,入門,2034669892,1118230472
佯毋知,tèⁿ-m̃-tsai,裝不知道,pretend not knowing,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
使,sái,花費,expend|send|spend|to sail,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,入門,2034669892,1118230472
使(錢),sái,花(錢),,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
使油,sái-iû,上漆,paint,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
使牛,sái-gû,趕牛,drive a bullock,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
使用,sái-ēng,行賄,bribe,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
使錢,sái-chîⁿ,花錢,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,起居,2034669892,1118230472
來往,lâi-uáng,分類賬,intercourse|a ledger,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
來銀,lâi-ngṳ̂n,收款,received to account,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
依原,i-nguân,依舊,before as,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,入門,2034669892,1118230472
侯栗,kãu-la̍k,板栗,chestnuts|chestnut,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,植物|蔬菓,2034669892,1118230472
侯蠅屎痣,hôu-sîn-sái-kì,蒼蠅屎痣,,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
便,phiⁿ,便宜,cheap,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,入門,2034669892,1118230472
便宜,pân-gî,便宜,cheap,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
俗語,so̍k-gṳ́,俗語,byword|proverb,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
保佑,pó-iũ,保佑,protect,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
保家,pó-ke,保險,insure,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
保家字,pó-ke-jī,保險單,insurance policy,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
保家館,pó-ke-kuán,保險公司,insurance office,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
保護,pó-hō,保佑,protect,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
保領,pó-niá,保證,surety|security,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
信皮,sìn-phûe,信封,envelope|envelopes,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,教育,2034669892,1118230472
信關,sìn-kuan,郵局,a postoffice,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,起居|場所,2034669892,1118230472
修心,siu-sim,仁慈,charitable,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
修拾,siu-si̍p,修拾,put in order,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
俸祿,hóng-lo̍k,俸祿,salary official,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
俺,nán,我們(包含聽者),we (including the person addressed.),汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,入門,2034669892,1118230472
倒反,tò-póiⁿ,反過來,upset,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
倒手,tò-chhiú,左手,hand left,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
倒掉,tò-tiāu,倒掉,spill,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
倒桌櫃,táu-toh-kūiⁿ,找換店,money changer,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
倒油,tò-iû,倒油,buy as oil,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
倒誻,tò-ta̍h,囉嗦,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|品評,2034669892,1118230472
倒賬,tó-tièⁿ,倒閉,bankrupt,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
倒酒,tò-chiú,倒酒,buy as oil,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
倒錢,táu-chîⁿ,找錢,,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
倒錢行,táu-chîⁿ-hâng,找換店,money changer,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
倚船邊,uá-tsûn-piⁿ,靠船邊,go alongside the ship,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
借問,chieh-mn̄g,諮詢,enquire,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
值錢,ta̍t-chîⁿ,值錢,costly|expensive|valuable,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
假印,ké-ìn,假印,forgery of seal,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
假手筆,ké-chhiú-pit,偽造簽名,forgery,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
偏枯,phien-kou,半身不遂,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,健康,2034669892,1118230472
做七,tsò-chhit,燒七,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,活動|喪事,2034669892,1118230472
做上盤,tsò-chiẽⁿ-puâⁿ,批發交易,wholesale trade,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
做公親,tsò-kong-chhin,公斷,arbitrate,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
做分儂,tsò--pun-nâng,許配,betroth a girl to a person,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
做包,tsò-pû,一起,beside,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
做合同,tsò-ha̍p-tâng,做合同,agreement,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
做工,tsò-kang,做工,work to,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
做成,tsò-chiâⁿ,做成,accomplish,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
做書,tsò-tsṳ,著書,author,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
做桌,tsò-toh,做桌,feast,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
做生日,tsò-seⁿ-ji̍t,過生日,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,活動,2034669892,1118230472
做節,tsò-tsoih,過節,festival day,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,活動,2034669892,1118230472
做線,tsò-suàⁿ,監視,spy to,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
做衫褲,tsò-saⁿ-khòu,做衣服,to make clothes,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
做親,tsò-chhin,結親,betroth,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
做賊,tsò-tsha̍t,做賊,theft,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
做頭,tsò-thâu,做老大,ringleader,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
做飽戲,tsò-pá-hì,做把戲,juggler,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
做骹手,tsò-kha-chhiú,動手腳,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|行動,2034669892,1118230472
健,kiāⁿ,健壯,strong,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|品評,2034669892,1118230472
偪側,pek-chhek,易怒,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|情緒,2034669892,1118230472
偶然,ngóu-jiên,偶然,accident,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
偷使錢,thau-sái-chîⁿ,偷花錢,embezzle,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
偷挈,thau-khie̍h,偷拿,steal,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
偷探,thau-thàm,監視,spy to,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
偷睇,thau-thóiⁿ,偷看,peep,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
偷睒,thau-iám,偷看,peep,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
偷走,thau-tsáu,偷跑,escape secretly,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
傢伙,ke-húe,傢伙,weapon,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
催拚,tshui-piàⁿ,催促,urge,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
催緊,tshui-kín,催促,urge,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
催迫,tshui-pek,催討,dun,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
傳道理,thuân-tõ-lí,傳教,preach the gospel|preach,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
傳道理个儂,thuân-tõ-lí--kâi-nâng,傳教士,,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
債主,chè-tsú,債權人,creditor,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
傷儂,sieⁿ-nâng,傷人,causing hurt,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
傷口,sieⁿ-kháu,傷口,wound,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
傷痕,sieⁿ-hûn,傷疤,scar|a scar,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,健康,2034669892,1118230472
傷着,sieⁿ--tie̍h,傷着,bruise|hurt|injure|wounded,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
傷風,sieⁿ-huang,感冒,"to catch cold when ill, or just after being ill",汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,健康,2034669892,1118230472
僥心,hiau-sim,壞心腸,cruel|badhearted,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
僫,oh,困難,difficult,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,入門,2034669892,1118230472
僫趁,oh-thàn,難賺,unprofitable,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
僫醫,oh-ui,難醫,difficult to cure,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
價錢,kè-chîⁿ,價格,cost|price,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
儂事,nâng-sṳ̄,人情世故,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人,2034669892,1118230472
儂公囝,nâng-kong-kiáⁿ,玩偶,起居|物件,,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
儂囝,nâng-kiáⁿ,圖畫,教育,,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
儂客,nâng-kheh,客人,guest,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|稱呼,2034669892,1118230472
儂情,nâng-chhêng,面子,favour|kindness,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人,2034669892,1118230472
儂情,nâng-chiâⁿ,恩情,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人,2034669892,1118230472
元帥,nguân-sùe,元帥,commanderinchief,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
兄弟,hiaⁿ-tĩ,兄弟,brethren|brothers,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
兄弟囝,hiaⁿ-tĩ-kiáⁿ,兄弟,brothers,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
充公,tshong-kong,充公,confiscate,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
充軍,tshong-kun,充軍,banish,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
先生,sin-seⁿ,醫生,master of a school|physician|teacher|a doctor,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,健康,2034669892,1118230472
先祖,soiⁿ-tsóu,先祖,ancestors,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
光,kng,亮,bright,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,入門,2034669892,1118230472
光通,kng-thàng,透明,transparent,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,入門,2034669892,1118230472
免,mín,不用,unnecessary,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,入門,2034669892,1118230472
免用,mín-ēng,不用,unnecessary,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
兒婿,jî-sài,兒婿,husband,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
兜囝,tau-kiáⁿ,兒子,son,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
兜孫,tau-sun,孫子,brother's son,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
入來,ji̍p--lâi,進來,come in,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
入口貨,ji̍p-kháu-hùe,進口商品,imports,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
入呈,ji̍p-tiâⁿ,入呈,petition,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
入教,ji̍p-kà,入教,to be christians,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
入會,ji̍p-hũe,入會,society to join,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
入禀,ji̍p-pín,入禀,petition,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
入秀才,ji̍p-siù-tsâi,入秀才,degree,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
內,lãi,家,home|interior,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,起居|場所,2034669892,1118230472
內地,lãi-tī,內地,inland,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
內孫,lãi-sun,內孫,son's son,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
內爿,lãi-pôiⁿ,裏面,interior,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
