src,tgt
GNOME 麻将手册,GNOME Mahjongg Manual
GNOME 四邻手册,GNOME Tetravex Manual
搜索工具手册,Search Tool Manual
GNOME 音量控制手册,GNOME Volume Control Manual
GST 网络设置手册,GST Network Setup Manual
GST 服务管理手册,GST Service Management Manual
GST 时间设置手册,GST Time Setup Manual
GNOME Tali 手册,GNOME Tali Manual
气象报告手册,Weather Report Manual
Anjuta 手册,Anjuta Manual
加密小程序手册,Encryption Applet Manual
GNOME 之眼手册,Eye of GNOME Manual
GDM 手册,GDM Manual
GNOME 文库帮助,GNOME Library help
黑白棋手册,Iagno Manual
Swell-Foop 手册,Swell-Foop Manual
日志查看器手册,Log Viewer Manual
文件菜单,file menu
帮助菜单,help menu
图像菜单,image menu
图层菜单,layer menu
查看菜单,view menu
音量控制手册,Volume Control Manual
平台预览,Platform Overview
Same GNOME 手册,Same GNOME Manual
工具箱,toolbox
教程,tutorial
GNOME 之眼,Eye of GNOME
Evince 文档查看器,Evince Document Viewer
GNOME 开发文档,GNOME Development Documentation
GNOME Web 照片,GNOME Web Photo
一个笔记程序,A note-taking application
GNOME 的照片管理器,A photo manager for GNOME
GNOME 电报查看器,GNOME Teletext viewer
一个 GNOME 下的 VNC 客户端,A VNC client for GNOME
登录,Log in
使用 OpenID 登录,Log in with OpenID
帐户激活,Account activation
图像,Image
网页,Web page
IRC 昵称,IRC nickname
Bugzilla 帐户,Bugzilla account
无法复制新的 POT 文件到公开位置,Can 't copy new POT file to public location .
从指定 URL 获取翻译模板文件出错 。,Error retrieving pot file from URL .
GNOME 开发者平台,GNOME Developer Platform
POT 文件不可用,POT file unavailable
从团队删除,Remove From Team
审阅者,Reviewer
提交者,Committer
服务器错误,Server Error
项目 Wiki,Project wiki
缺陷追踪页面,Bug tracking page
工作流程,Workflow
退出,Log out
GNOME 项目,The GNOME Project
支持 GNOME,Support
开发者中心,Development
版权所有 & copy ; 2006-2012,Copyright & copy ; 2006-2012
错误 ：,Error :
更多 ...,More …
缺陷报告,Bug reporting
报告缺陷,Report a bug
分支,Branch
原文,Original
模糊,Fuzzy
图表,Graph
无评论,No comment
GNOME 贡献者,GNOME Contributor
加入团队,Join a team
网站语言,Site Language :
当前活动,Current activity
IRC 帐户 ：,Git account :
Bugzilla 帐户 ：,Bugzilla account :
加入新团队,Join a new team
加入,Join
离开,Leave
状态 ：,State :
新操作,New Action
提交,Submit
操作,Action
普通,Inactive
待复查,To Review
待提交,To Commit
正提交,Committing
留下评论,Write a comment
你好 ，,"Hello ,"
没有评论,Without comment
GNOME 密钥环管理器手册,GNOME Keyring Manager Manual
Gnome 家长控制,GNOME Parental Control
社区,Community
新文件,New file
打开文件,Open file
保存文件,Save file
剪切,Cut
字母 ：,Alphabet :
选择文件,Select File
选择字体,Select Font
完整演示,Full Demo
演示 ！,Demo !
居中圆圈 两个方框,Centre circle
字母选择,Alphabet Selection
平滑,Smoothing
默认字母,Alphabet Default
从左向右,Left to Right
从右向左,Right to Left
从上到下,Top to Bottom
从下到上,Bottom to Top
控件风格,Control Style
输入设备,Input Device
控制,Control
配色方案,Colour Scheme
小字体,Small font
大字体,Large font
特大字体,Very large font
显示工具栏,Show toolbar
应用程序风格,Application Style
直接输入,Direct entry
全屏,Full Screen
应用程序,Application
字母,Alphabet
查看,View
正常,Normal
特大,Very Large
安全空白,Safety margin
盒子差距,Box non-uniformity
放到最大,Maximum Zoom
右缩放因子,Right zoom
普通控制,Normal Control
自动校正,Automatic calibration
启用回退按钮,Enable backoff button
启动时间,Startup time
端口 ：,Port :
Socket 输入,Socket Input
显示按钮,Show Button
输入文本,Enter Text
脚本,Script
读出,Speak
不退出,Don 't quit
两个框,Two box
放大的倍数,Factor by which to zoom in
X 标签 ：,X label :
X 最小值 ：,X minimum :
X 最大值 ：,X maximum :
Y 最小值 ：,Y minimum :
Y 最大值 ：,Y maximum :
自动停止,Auto On Stop
无法打开帮助文件,Unable to open help file
在手持式计算机上 ；,On a palmtop computer ;
在佩带式计算机上 ；,on a wearable computer ;
示例,Example
摘要,Summary
朗读,Speaking
保存到文件,Save to file
4 、 5 、 6 或 7,"4 , 5 , 6 , or 7"
8 或更多,8 or more
脚本 =,Script =
未知活动,Unknown event
保留活动,Keep event
删除活动,Delete event
新活动,New event
摘要 ：,Summary :
开始,Start
每天,Every Day
每周,Every Week
每两周,Every Fortnight
每月,Every Month
每年,Every Year
时间 ：,On :
直到 ：,Until :
永久,Forever
星期日,Sun
星期一,Mon
星期二,Tue
星期四,Thu
星期五,Fri
星期六,Sat
上午,AM
在网上,On The Web
内容,What
时间,When
下午,PM
布尔值,Boolean
字符串,String
枚举,Enumeration
重置为默认值,Set to Default
层次结构 ：,Schema :
默认值 ：,Default :
下一项,Next
普通文本字体,Font for text
显示 API 文档,Show API Documentation
书籍 ：,Book :
书籍page,Bookpage
页面,Page
函数,Function
结构体,Struct
枚举,Enum
退出正在运行的 Devhelp,Quit any running Devhelp
在范围内搜索 ：,Search in :
到下一页面,Go to the next page
更大,Larger
更小Devhelp,SmallerDevhelp
关于 Devhelp,About Devhelp
空白页,Empty Page
Devhelp 项目页,Devhelp project page
错误报告 Devhelp,Bug report Devhelp
书架,Book Shelf
按语言分组,Group by language
关键字,KEYWORD
更小,Smaller
设置居中,Centring
跳过 pager,Skipping pager
设置到上层,Setting above
设置到下层,Setting below
设置 wintype,Set wintype
正在退出 ...,Quiting …
直接转帐,Direct Debit
差额,Difference
子类别,Sub Category
日期中有错误,Error in Date
数字中有错误,Error in Number
子账户,Sub Account
导出 Gnumeric,Export Gnumeric
替换,Replace
主类别,Major Category
每两周直接付款,Fortnightly Direct Debit
排序,Sort
导入数据,Import Data
文档视图,Document view
保存文档,Saving Document
导出 PDF 出错,Error Exporting to PDF
导出到 HTML,Export to HTML
复制文件出错,Error Copying File
拉伸,Stretch
不拉伸,Do not Scale
下落,Drop
翻转,Flip
旋转门,Revolving Door
揭示,Reveal
开门,Open Door
缩放,Zoom
底部,Bottom
顶部,Top
左上,Top Left
右上,Top Right
左下,Bottom Left
右下,Bottom Right
停止播放,Stop playback
保存文档出错,Error Saving Document
选择颜色,Select Colour
相同方式分享,Share Alike
手动,Manually
自动,Automatically
打开文档出错,Error Opening Document
播放文档出错,Error Playing Document
选择图像,Select Image
允许页面更改,Allow page change
地图查看器,Map Viewer
Emerillon 地图查看器,Emerillon Map Viewer
退出此程序,Quit the program
放大地图,Enlarge the image
缩小地图,Shrink the image
放大,In
缩小,Out
复制链接到 Web,Copy link to Web
新建地标,New Placemark
图像导出程序,Image Exporter
Vala 示例,Vala Example
使用 Vala 编写的一个示例插件 。,An example plugin written in Vala .
IM 客户端,IM Client
Empathy IM 客户端,Empathy IM Client
附近的人,People nearby
附近的人,People Nearby
Yahoo ! 日本,Yahoo ! Japan
Facebook 聊天,Facebook Chat
将来,in the future
登录,L _ og in
账户 ：,Account :
例如 ： 我的屏幕名称,Example : MyScreenName
登录 I _ D ：,Login I _ D :
例如 ： 123456789,Example : 123456789
新建网络,New Network
网络 ：,Network :
全名 ：,Real name :
STUN 端口 ：,STUN Port :
STUN 服务器 ：,STUN Server :
选择您的头像图片,Select Your Avatar Image
无图像,No Image
单击以放大,Click to enlarge
离线,offline
话题 ：,Topic :
新建联系人,New Contact
删除群组,Removing group
删除联系人,Removing contact
选择一个联系,Select a contact
保存头像,Save Avatar
群组,Group
地区,Area :
楼层 ：,Floor :
房间 ：,Room :
文本 ：,Text :
准确程度 ：,Accuracy Level :
方位朝向 :,Bearing :
位置,Location
位置 ，,"Location ,"
全称 ：,Full name :
客户端信息,Client Information
操作系统 ：,OS :
客户端 ：,Client :
端口,Port
联系人 ID ：,Contact ID :
呼入的语音通话,Incoming voice call
呼出的语音通话,Outgoing voice call
简洁,Simple
清爽,Clean
蓝色,Blue
无法打开 URI,Unable to open URI
选择文件,Select a file
当前 Locale,Current Locale
波罗的语,Baltic
凯尔特语,Celtic
中欧,Central European
斯拉夫语,Cyrillic
旁遮普语,Gurmukhi
南欧语系,South European
话筒,Megaphone
说吧 ！,Talk !
选择联系人 ...,Select contact …
不 ， 我想要一个新的账户 。,"No , I want a new account"
欢迎使用 Empathy,Welcome to Empathy
新账户,New account
账户,account
伽马,Gamma
正在连接 ...,Connecting …
通话,Call
挂起,Hang up
聊天,Chat
聊天室,Room
自动连接,Auto-Connect
来电,Incoming call
聊天室邀请,Room invitation
接收文件出错,Error receiving a file
剩余,Remaining
协议,Protocol
网络错误,Network error
加密错误,Encryption error
证书错误,Certificate error
上下文,Context
聊天室,Chat Room
加入聊天室,Join Room
拼写检查,Spell Checking
联系地图视图,Contact Map View
危急,Critical
警告,Warning
信息,Info
级别,Level
创建新的 IRC 网络,Create a new IRC network
群聊,Group Chat
联系人信息,Contact Information
联系人信息,Contact information
拼写检查器,Spell Checker
新建账户,New Account
邀请,Invite
加入新聊天室,Join New
邀请出错,Invitation Error
点击 删除 按钮 。,Click on the Remove button .
2002 年 7 月,January 2003
2002 年 7 月,July 2002
2002 年 5 月,May 2002
PNM - PPM 工具包的可移植 Anymap 格式,PNM - Portable Anymap from the PPM Toolkit
XBM - X 位图,XBM - X Bitmap
XPM - X 像素图,XPM - X Pixmap
打开图像,Opening an Image
卷动图像,Scrolling an Image
打开图像,Flipping an Image
打开图像,Rotating an Image
打开图像,Deleting an Image
打开图像,Saving an Image
打开图像,Printing an Image
"要放大一幅图像的视图 ， 请选择 "" 视图 "" "" 放大 "" 。",Select File Print
图像查看器手册,Image Viewer Manual
GNOME 文档小组,GNOME Documentation Team
2007年2月,February 2007
2004年2月,February 2004
Sun GNOME 文档小组,Sun GNOME Documentation Team
2003年11月,November 2003
2003年9月,September 2003
2002年10月,October 2002
启动图像查看器,Starting Image Viewer
ANI - 动画,ANI - Animation
图像查看器,Image Viewer
工具栏,Toolbar
画廊,Image Collection
图像信息面板,Image Information Pane
在文件管理器或其他应用程序中双击图片文件 。,Double-click on an image file in the file manager or other application .
缩放,Zooming
打印图像设置,Arranging an Image on the Page
图像查看,Image View
图像缩放,Image Zoom
序列,Sequence
曝光时间 ：,Expo . Time :
光圈 ：,Aperture :
缩放 ：,Zoom :
测光 ：,Metering :
地图,Map
正在登录 ...,Logging in …
取消全部,Cancel All
错误文本颜色,Error Text Colour
Epiphany 自动化,Epiphany automation
Cookie 接受,Cookie accept
默认字体类型,Default font type
允许 Java,Enable Java
允许 JavaScript,Enable JavaScript
主页,Home page
公共名称 ：,Common Name :
动态,DYNAMIC
MD5 指纹 ：,MD5 Fingerprint :
SHA1 指纹 ：,SHA1 Fingerprint :
序列号 ：,Serial Number :
Web 内容,Web Content
允许 Java _ Script,Enable Java _ Script
允许 _ Java,Enable _ Java
纸张,Paper
打印设置,Print Setup
打开此文件吗 ？,Open a file
请检查文件的位置 ， 然后再试一次 。 www.example.com,www.example.com
单位 ：,Unit :
不是证书的一部分,Not part of certificate
正在生成私钥 。,Generating Private Key .
安全通知,Security Notice
安全警告,Security Warning
打印,Print
分隔符,Separator
创建新主题,Create a new topic
只显示标题列,Show only the title column
输入主题,Type a topic
文件格式 ：,File format :
搜索 Web,Search the web
娱乐,Entertainment
购物,Shopping
旅行,Travel
转到,Go
空白页,Blank page
后退,Go back
向上,Up
向上一级,Go up one level
转到主页,Go to the home page
打开新标签,Open a new tab
保存当前页面,Save the current page
打印预览,Print preview
打印当前页面,Print the current page
选中整个页面,Select the entire page
激活下个标签,Activate next tab
将当前标签向左移,Move current tab to left
将当前标签向右移,Move current tab to right
漂移当前标签,Detach current tab
选择光标,Selection Caret
在新标签中打开链接,Open link in a new tab
书签,Bookmark
破碎,Broken
内容 ：,Content :
任何类型的连接,Any type of connection
转到下页,Go to next page
允许 Java 。,Enable Java .
允许 JavaScript 。,Enable JavaScript .
打印文件名,Filename to print to
打印文件名 。,Filename to print to .
纸张类型,Paper type
打印机名称,Printer name
打印机名称 。,Printer name .
打印下边距,Printing bottom margin
打印左边距,Printing left margin
打印右边距,Printing right margin
打印上边距,Printing top margin
页面范围,Page Range
打印机,Print To
打印到,Print to
Epiphany 无法退出,Epiphany cannot quit
对文本签名,Sign Text
Web 内容,Web Development
保存file type,Savefile type
不是一个可加载的项目,Not a launchable item
目录不可写,Directory not Writable
无法覆盖文件,Cannot Overwrite File
主题,Topic
显示标题列,Show the title column
网址,URL
目录,DIR
网址 ...,URL …
光标Caret,CaretCaret
只有文字,Text only
删除文本,Delete text
选择目录,Select a Directory
于 Google 缓存,in the Google Cache
于 Internet 存档,in the Internet Archive
不保存,Don 't Save
接受 Cookie 吗 ？,Accept Cookie ?
正在准备打印,Preparing to print
正在取消打印,Cancelling print
正在执行假脱机 ....,Spooling ...
打印错误,Print error
埃塞俄比亚语,Ethiopic
URL 搜索,URL Search
现在不,Not now
Epiphany 手册,Epiphany Manual
