src,tgt
ブックマークをトピックから削除する,To Remove a Bookmark From a Topic
ブックマークまたはトピックの名前を変える,To Rename a Bookmark or Topic
ブックマークまたはトピックの削除,To Delete a Bookmark or Topic
ブックマークを選択,Select the bookmark .
ファイル メニュー,File menu
ブックマークまたはトピックをツールバーから削除,To Remove a Bookmark or Topic From the Toolbar
クッキーの内容,The content of the cookie .
シリアル番号,Serial Number
SHA1 指紋,SHA1 Fingerprint
MD5 指紋,MD5 Fingerprint
証明書階層,Certificate Hierarchy
ショートカット,Shortcut
ctrl,Ctrl
ヘルプを表示,Show help .
現在のページをブックマーク,Bookmark the current page .
新しいタブを開く,Open a new tab .
戻る,Go back .
階層を一つ上へ移動,Go up a level .
ホーム,Home
ホームに移動,Go to your home page .
次のフレームへ移動,Switch to the next frame .
ページを上に移動,Page Up
ページを下に移動,Page Down
タブを左に移動,Move the tab left .
タブを右に移動,Move the tab right .
テキストを拡大表示,Zoom the text larger .
リンクを新しいタブで開く,Open the link in a new tab .
Epiphany について,About Epiphany
Epiphany を閉じれないようにするかどうか,Epiphany cannot quit
文章への署名,Sign Text
コンテンツ,Web Development
フォルダは書き込み不可,Directory not Writable
ファイルを上書きできません,Cannot Overwrite File
トピック,Topic
タイトルの項目を表示します,Show the title column
URL ...,URL …
ラベルのみ,Text only
文字列を削除します,Delete text
より小さく,Smaller
フォルダの選択,Select a Directory
オフ,Off
韓国語,Korean
アラビア語,Arabic
バルト語,Baltic
中欧,Central European
キリル語,Cyrillic
デヴァナーガリ語,Devanagari
ギリシア語,Greek
ヘブライ語,Hebrew
タミル語,Tamil
アルメニア語,Armenian
バルト語,Bengali
エチオピア語,Ethiopic
グラジャート語,Gujarati
グルムキー語,Gurmukhi
クメール語,Khmer
マラヤラム語,Malayalam
URL 検索,URL Search
コモンネーム :,Common Name :
保存file type,Savefile type
あとで,Not now
起動できる項目ではありません,Not a launchable item
Evince ドキュメントビューア マニュアル,Evince Document Viewer Manual
2005-04-06,2008-04-05
Evince ドキュメントビューア,Evince Document Viewer
Evince ドキュメントビューアの起動,To Start Evince Document Viewer
Evince ドキュメントビューアのメインウィンドウ,When You Start Evince Document Viewer
UI コンポーネント,UI Component
ファイルマネージャ内でファイル名をダブルクリック,Double-click on the file name in the file manager
ドキュメントを開く,To Open A Document
ドキュメントをナビゲート,To Navigate Through a Document
ページのスクロール,To Scroll a Page
ページサイズの変更,To Change the Page Size
ドキュメントの印刷,To Print a Document
ジョブ,Job
印刷範囲,Print range
場所,Location
ページの向き,Page orientation
レイアウト,Layout
用紙トレイ,Paper Tray
ドキュメントのコピー,To Copy a Document
保存 をクリックします 。,Click Save .
不明な MIME タイプです,Unknown MIME Type
不明なフォントの種類です,Unknown font type
名前なし,No name
エラーなし,No error
メモリが足りません,Not enough memory
ファイルを開けません,Cannot open the file
ドキュメント ・ ビューア,Document Viewer
一時ファイルを削除,Delete the temporary file
GNOME ドキュメント ・ プレビューア,GNOME Document Previewer
直接ページを指定します,Select Page
ドキュメント,Document
セキュリティ :,Security :
ページサイズ :,Paper Size :
上にスクロールする,Scroll Up
下にスクロールする,Scroll Down
表示を上にスクロールします,Scroll View Up
表示を下にスクロールします,Scroll View Down
ドキュメント ・ ビューア,Document View
ページへジャンプします,Go to page
移動先のページ :,Jump to page :
強調色,Highlight colour
現在の色,Current colour
現在一致しているものを強調する色です,Colour of highlight for the current match
印刷の準備中 ...,Preparing to print …
フォント,Font
印刷 ...,Print …
コピーをを開けません,Cannot open a copy .
別名で保存,Save a Copy
ナビゲーション,Navigation
拡大,Zoom In
縮小,Zoom Out
外部のアプリケーションを起動できませんでした,Unable to launch external application .
外部へのリンクを開けません,Unable to open external link
画像の保存,Save Image
添付ファイルを開けません,Unable to open attachment
添付ファイルの保存,Save Attachment
GNOME ドキュメント ・ ビューア,GNOME Document Viewer
ドキュメントのライセンス,Document Licence
テキストのライセンス,Text Licence
より詳しい情報,Further Information
検索中 ...,Searching …
mimecontent の一時ファイルを開けません !,Unable to open mimecontent temporary file !
キャッシュファイルを作成できません,Unable to create cache file
キャッシュパスを作成できません,Unable to create cache path
新しいメールをチェック中,Checking for new mail
接続,Connection
アカウント :,Account :
受信箱,Inbox
設定,Configuration
不在,Out of Office
新着メールのチェック,Checking for New Mail
サーバーへ接続,Connection to Server
オフラインにする,Offline .
中断できません,Unable to abort
ネットワークエラー,Network error
接続できません,Cannot connect
端末内で起動する,Run program in terminal
切り替えた後で画面をロックするかどうか,Lock Screen After Switch
"メニューに "" その他 "" を表示するかどうか","Show "" Other "" Menuitem"
アイコンの大きさ,Icon Size
削除,Delete
書庫マネージャ,Archive Manager
ここに展開する,Extract Here
展開 ...,Extract To …
GNOME 向けの書庫マネージャです 。,An archive manager for GNOME .
展開,Extract
自動,Automatic
削除するファイル :,Removing file :
展開するファイル :,Extracting file :
書庫の作成中,Creating archive
書庫の保存中,Saving archive
書庫 :,Archive :
書庫を開きます,Open archive
新しいファイル名,New file name
書庫,ARCHIVE
File Roller についての情報を表示します,Information about the program
新しい書庫ファイルを生成します,Create a new archive
現在実行中の処理を停止します,Stop current operation
書庫のルートへ移動します,Go to the home location
メイン ・ ツールバーを表示します,View the main toolbar
書庫の作成,Create Archive
書庫の作成 ...,Create Archive …
書庫マネージャ マニュアル,Archive Manager Manual
サン,Sun
2009年3月,March 2009
2008年7月,July 2008
2006年4月,April 2006
2004年3月,March 2004
2003年6月,June 2003
2002年6月,June 2002
アーカイブ,Archiving
開く,Opening
閲覧,Viewing
展開,Extracting
作成,Creating
7-Zip書庫,7-Zip archive
WinAce書庫,WinAce archive
ALZip書庫,ALZip archive
ARJ書庫,ARJ archive
キャビネットファイル,Cabinet file
UNIX CPIO書庫,UNIX CPIO archive
Debian Linuxパッケージ,Debian Linux package
Javaアーカイブ,Java archive
Java web アーカイブ,Java web archive
LHA書庫,LHA archive
RPM Linux パッケージ,RPM Linux package
PKZIP または WinZip書庫,PKZIP or WinZip archive
Zoo書庫,Zoo archive
書庫マネージャ を起動するには,To Start Archive Manager
書庫マネージャ を起動すると,When You Start Archive Manager
開く というツールバーボタンをクリックしてください 。,Click on the Open toolbar button .
右クリックポップアップメニュー,Right-click popup menu
パターン,Pattern
書庫を開くには,To Open an Archive
開きたい書庫を選択してください 。,Select the archive that you want to open .
開く をクリックしてください 。,Click Open .
展開 をクリックしてください 。,Click Extract .
書庫を作成するには,To Create an Archive
書庫を他の形式に変換するには,To Convert an Archive to Another Format
変換したい書庫を開いてください 。,Open the archive that you want to convert .
名前 テキストボックスに新しい書庫の名前を入力してください 。,Enter the new archive name in the Name text box .
OK をクリックしてください 。,Click OK .
書庫内のファイルの名前を変更するには,To Rename a File in an Archive
名前を変更したいファイルを選択してください 。,Select the file that you want to rename .
新しいファイル名 テキストボックスに新しいファイル名を入力してください 。,Enter the new filename in the New file name text box .
名前の変更 をクリックしてください 。,Click Rename .
ファイルを右クリックしてください 。,Right-click the file .
書庫の名前です 。,The name of the archive .
書庫内のファイルを閲覧するには,To View a File in an Archive
